"ลำดับ","รหัส อปท","ชื่อ อปท","อำเภอ","จังหวัด"
"2021","4330102","เทศบาลเมือง ศรีสะเกษ","เมืองศรีสะเกษ","ศรีสะเกษ"
"2022","5330103","เทศบาลตำบล น้ำคำ","เมืองศรีสะเกษ","ศรีสะเกษ"
"2023","6330104","องค์การบริหารส่วนตำบล โพนข่า","เมืองศรีสะเกษ","ศรีสะเกษ"
"2024","6330105","องค์การบริหารส่วนตำบล จาน","เมืองศรีสะเกษ","ศรีสะเกษ"
"2025","6330106","องค์การบริหารส่วนตำบล ซำ","เมืองศรีสะเกษ","ศรีสะเกษ"
"2026","6330107","องค์การบริหารส่วนตำบล ตะดอบ","เมืองศรีสะเกษ","ศรีสะเกษ"
"2027","6330108","องค์การบริหารส่วนตำบล ทุ่ม","เมืองศรีสะเกษ","ศรีสะเกษ"
"2028","6330109","องค์การบริหารส่วนตำบล โพธิ์","เมืองศรีสะเกษ","ศรีสะเกษ"
"2029","6330110","องค์การบริหารส่วนตำบล โพนเขวา","เมืองศรีสะเกษ","ศรีสะเกษ"
"2030","6330111","องค์การบริหารส่วนตำบล โพนค้อ","เมืองศรีสะเกษ","ศรีสะเกษ"
"2031","6330112","องค์การบริหารส่วนตำบล หนองแก้ว","เมืองศรีสะเกษ","ศรีสะเกษ"
"2032","6330113","องค์การบริหารส่วนตำบล คูซอด","เมืองศรีสะเกษ","ศรีสะเกษ"
"2033","6330114","องค์การบริหารส่วนตำบล หญ้าปล้อง","เมืองศรีสะเกษ","ศรีสะเกษ"
"2034","6330115","องค์การบริหารส่วนตำบล หนองครก","เมืองศรีสะเกษ","ศรีสะเกษ"
"2035","6330116","องค์การบริหารส่วนตำบล หนองไผ่","เมืองศรีสะเกษ","ศรีสะเกษ"
"2036","6330117","องค์การบริหารส่วนตำบล หนองไฮ","เมืองศรีสะเกษ","ศรีสะเกษ"
"2037","6330118","องค์การบริหารส่วนตำบล หมากเขียบ","เมืองศรีสะเกษ","ศรีสะเกษ"
